anunciante,area_privativa,area_total,atualizacao,bairro,banheiros,cidade,cod_imovel,creci,data_publicacao,dce,endereco,garagem,idade_imovel,quartos,suites,url,valor_condominio,valor_imovel,valor_mt2
ADRIANO AS,139,139,2022-06-08,Águas Claras,4,Brasília,2960871852,Creci 25937/DF,,,Residencial Paradiso Águas Claras.,1,10,4,1,https://www.wimoveis.com.br/propriedades/residencial-paradiso-aguas-claras.-2960871852.html,867,830.000,
COEMI IMÓVEIS.,44,79,2022-07-03,Águas Claras,1,Brasília,2966810293,3545,,,Qs 5 Rua 310 0,1,22,1,,https://www.wimoveis.com.br/propriedades/qs-05-rua-310-edificio-costa-de-victoria-2966810293.html,385,220.000,
Ferola Filial Águas Claras 3,311,311,2022-06-20,Águas Claras,2,Brasília,2960843577,CJ 11476,,,RUA 28 SUL  VIA TERRAZZO,4,9,4,4,https://www.wimoveis.com.br/propriedades/rua-28-sul-cobertura-alto-padrao-via-terrazzo-2960843577.html,2400,3.300.000,
AO CUBO IMOBILIARIA ,,,2022-06-14,Vila Romana,,São Paulo,2966236288,,,,"Rua Coriolano 1606, Vila Romana, São Paulo, 05047-000",,,,,https://www.wimoveis.com.br/propriedades/apartamento-vila-romana-wl-vila-romana-2966236288.html,,972.620,
AO CUBO IMOBILIARIA ,,,2022-06-14,Pinheiros,,São Paulo,2966236237,,,,"Rua Arruda Alvim, 251 - Pinheiros - São Paulo - SP",,,,,https://www.wimoveis.com.br/propriedades/apartamento-pinheiros-highlight-pinheiros-2966236237.html,,1.235.180,
AO CUBO IMOBILIARIA ,,,2022-06-09,Vila Pompéia,,São Paulo,2966103586,,,,"Rua Venancio Aires, 930 ",,,,,https://www.wimoveis.com.br/propriedades/apartamento-pompeia-modo-pompeia-2966103586.html,,420.590,
AO CUBO IMOBILIARIA ,,,2022-06-09,Pinheiros,,São Paulo,2966050674,,,,05410-000,,,,,https://www.wimoveis.com.br/propriedades/apartamento-pinheiros-pine-zabo-2966050674.html,,2.037.996,
AO CUBO IMOBILIARIA ,,,2022-06-09,Vila Ipojuca,,São Paulo,2966055563,,,,"Rua Mota Pais, 394",,,,,https://www.wimoveis.com.br/propriedades/apartamento-vila-ipojuca-momento-2966055563.html,,,
DALEPRANE INTELIGENCIA IMOBILIÁRIA,141,144,2022-02-18,Águas Claras,4,Brasília,2962252024,Creci 25937/DF,,,Rua das Painerias 7,2,10,3,2,https://www.wimoveis.com.br/propriedades/aguas-claras-apartamento-duplex-cinematografico-2962252024.html,,1.550.000,
ATALAIA Empreendimentos Imobiliários,346,346,2022-07-02,Águas Claras,5,Brasília,2965097893,17841,,,Quadra 206 81,2,,4,2,https://www.wimoveis.com.br/propriedades/cobertura-com-4-quartos-a-venda-residencial-real-2965097893.html,1451,1.780.000,
Jose Otavio Castro Morais ,45,45,2022-03-16,Águas Claras,1,Brasília,2952466258,Creci 25937/DF,,,RUA FIGUEIRAS 1,1,8,1,,https://www.wimoveis.com.br/propriedades/edificio-atenas-rua-das-figueiras-2952466258.html,0,220.000,
DALEPRANE INTELIGENCIA IMOBILIÁRIA,202,202,2022-03-21,Águas Claras,4,Brasília,2962069259,Creci 25937/DF,,,QUADRA 204,4,7,3,3,https://www.wimoveis.com.br/propriedades/residencial-quattro-mobiliado.-2962069259.html,1900,2.390.000,
THAIS IMOBILIÁRIA VENDAS,86,86,2022-07-02,Águas Claras,2,Brasília,2962003017,,,,Rua 36 Norte 0,1,,3,1,https://www.wimoveis.com.br/propriedades/rua-36-norte-res-aqua-marine-03-quartos-sendo-01-2962003017.html,730,650.000,
DALEPRANE INTELIGENCIA IMOBILIÁRIA,45,45,2022-02-18,Águas Claras,1,Brasília,2962214542,Creci 25937/DF,,,Av. Parque de águas Claras,1,10,2,,https://www.wimoveis.com.br/propriedades/aguas-claras-45-m-sup2--2-quartos-2962214542.html,,369.000,
MAIS IMOVEIS BSB,289,289,2022-07-03,Águas Claras,6,Brasília,2963935357,25939,,,Rua 7 Sul 2937,4,,4,4,https://www.wimoveis.com.br/propriedades/cobertura-4-quartos-c-suites-lazer-completo-289-2963935357.html,,2.500.000,
ALPHAVILLE IMÓVEIS,67,67,2022-06-30,Águas Claras,2,Brasília,2964505712,25.289,,, Quadra QS 1 andar alto,1,,2,1,https://www.wimoveis.com.br/propriedades/agio-na-planta-2-quartos-residencial-montanna-aguas-2964505712.html,,86.000,
DALEPRANE INTELIGENCIA IMOBILIÁRIA,52,52,2022-02-18,Águas Claras,1,Brasília,2962279272,Creci 25937/DF,,,QD 107,1,10,1,,https://www.wimoveis.com.br/propriedades/apartamento-aguas-claras-52-m-sup2-2962279272.html,560,289.000,
COEMI IMÓVEIS.,41,41,2022-07-02,Águas Claras,1,Brasília,2966200546,3545,,,Rua 37 11,1,22,1,,https://www.wimoveis.com.br/propriedades/rua-37-sul-apartamento-de-1-quarto-a-venda-lazer-2966200546.html,380,290.000,
Ferola Filial Águas Claras 6,80,80,2022-06-20,Águas Claras,2,Brasília,2961864679,CJ 11476,,,Rua das Paineiras 18 andar,1,8,3,1,https://www.wimoveis.com.br/propriedades/ferola-a-mais-acessada-de-brasilia-vende:-la-belle-2961864679.html,,750.000,
DIOGO MASSUDA,35,35,2022-06-20,Águas Claras,1,Brasília,2961592592,Creci 25937/DF,,,AVENIDA JACARANDA,1,5,1,1,https://www.wimoveis.com.br/propriedades/residencial-spot-aguas-claras-sul-2961592592.html,,320.000,
ATALAIA Empreendimentos Imobiliários,234,346,2022-07-02,Águas Claras,5,Brasília,2965841071,17841,,,Quadra 206 91,2,18,4,2,https://www.wimoveis.com.br/propriedades/real-classic-4-quartos-aceita-financiamento-2965841071.html,1451,2.100.000,
COEMI IMÓVEIS.,82,82,2022-07-02,Águas Claras,2,Brasília,2966298434,3545,,,Quadra 204 0,1,22,2,1,https://www.wimoveis.com.br/propriedades/quadra-204-res.-olimpia-apartamento-reformado-a-2966298434.html,710,640.000,
ATALAIA Empreendimentos Imobiliários,55,55,2022-07-02,Águas Claras,1,Brasília,2959244881,17841,,,Alameda Gravatá Quadra 301 Conjunto 12 301,1,,2,,https://www.wimoveis.com.br/propriedades/residencial-danniel-muniz-2-quartos-aceita-2959244881.html,620,400.000,
AO CUBO IMOBILIARIA ,,,2022-06-17,Pinheiros,,São Paulo,2966310807,,,,Rua Francisco Leitão 57,,,,,https://www.wimoveis.com.br/propriedades/apartamento-e-studio-pinheiros-esquina-pinheiros-2966310807.html,,440.700,
DALEPRANE INTELIGENCIA IMOBILIÁRIA,141,144,2022-02-18,Águas Claras,4,Brasília,2962252024,Creci 25937/DF,,,Rua das Painerias 7,2,10,3,2,https://www.wimoveis.com.br/propriedades/aguas-claras-apartamento-duplex-cinematografico-2962252024.html,,1.550.000,
Ferola Filial Águas Claras 3,114,114,2022-06-20,Águas Claras,2,Brasília,2960834715,CJ 11476,,,RUA DAS PITANGUEIRAS,2,6,3,1,https://www.wimoveis.com.br/propriedades/r.-das-pitangueiras-3-quartos-chamonix-village-61-2960834715.html,800000,950.000,
Daltro Corretor de Imoveis,57,57,2022-06-28,Águas Claras,2,Brasília,2965225989,18584-DF,,,RUA 36 NORTE TOP LIFE AGUAS CLARAS,2,10,2,1,https://www.wimoveis.com.br/propriedades/2-quartos-aguas-claras-top-life-lazer-completo-2965225989.html,,470.000,
ATALAIA Empreendimentos Imobiliários,234,346,2022-07-02,Águas Claras,5,Brasília,2965841071,17841,,,Quadra 206 91,2,18,4,2,https://www.wimoveis.com.br/propriedades/real-classic-4-quartos-aceita-financiamento-2965841071.html,1451,2.100.000,
ATALAIA Empreendimentos Imobiliários,34,34,2022-07-02,Águas Claras,1,Brasília,2962203915,17841,,,Avenida das Araucárias 0,1,3,1,,https://www.wimoveis.com.br/propriedades/residencial-blend-a-venda-1-quarto-localizacao-2962203915.html,400,340.000,
THAIS IMOBILIÁRIA VENDAS,86,86,2022-07-02,Águas Claras,2,Brasília,2962003017,,,,Rua 36 Norte 0,1,,3,1,https://www.wimoveis.com.br/propriedades/rua-36-norte-res-aqua-marine-03-quartos-sendo-01-2962003017.html,730,650.000,
Real Capital Negócios Imobiliários,34,34,2022-06-20,Águas Claras,1,Brasília,2965776853,,,," R. Copaíba, lote 01, DF Plaza",1,5,1,1,https://www.wimoveis.com.br/propriedades/apartamento-1-quarto-com-armarios-planejados-proximo-2965776853.html,350,389.000,
ATALAIA Empreendimentos Imobiliários,163,163,2022-07-02,Águas Claras,5,Brasília,2963635902,17841,,,Avenida das Araucárias 999,2,,4,3,https://www.wimoveis.com.br/propriedades/apartamento-com-4-quartos-a-venda-aguas-claras-2963635902.html,1024,1.470.000,
IMOBILIÁRIA NOBLE,35,35,2022-06-04,Águas Claras,1,Brasília,2965979234,23545 J,,,Avenida Jacarandá,1,10,1,,https://www.wimoveis.com.br/propriedades/lindo-apartamento-em-aguas-claras-condominio-com-area-2965979234.html,,330.000,
IMOBILIÁRIA NOBLE,83,129,2022-05-09,Águas Claras,2,Brasília,2965079404,23545 J,,,QUADRA 207,2,10,3,1,https://www.wimoveis.com.br/propriedades/apartamento-para-venda-em-aguas-claras-3-quartos-2965079404.html,,725.000,
Newcore ll,81,127,2022-07-03,Águas Claras,2,Brasília,2966720347,,,,"Rua Manacá, 100",1,5,3,1,https://www.wimoveis.com.br/propriedades/apartamento-no-village-manaca-com-3-dorm-e-81-m-aguas-2966720347.html,750,609.700,
MÁRCIA VAZ,62,163,2022-06-10,Águas Claras,3,Brasília,2965079528,9968,,,"Rua Copaiba, Lt 09 Norte",2,1,2,,https://www.wimoveis.com.br/propriedades/lancamento:-oceania-residence-2-quartos-varanda-2965079528.html,,,
MB EMPREENDIMENTOS IMOBILIARIOS,80,80,2022-07-03,Águas Claras,3,Brasília,2966826832,18604,,,Rua das Figueiras 0,1,,2,2,https://www.wimoveis.com.br/propriedades/apartamento-duplex-com-2-dormitorios-80-m-sup2--2966826832.html,742,700.000,
NORONHA & EDMILSON ASSESSORIA IMOBILIÁRIA,64,64,2022-06-25,Águas Claras,2,Brasília,2963123538,cj11.955-DF,,,Rua 14 ,1,,2,1,https://www.wimoveis.com.br/propriedades/rua-14-sul-aguas-claras-2963123538.html,500,457.000,
PeB imóveis,50,50,2022-05-24,Águas Claras,1,Brasília,2964463492,24667,,,Aguas Claras Quadra 210 lote 08,1,5,1,,https://www.wimoveis.com.br/propriedades/apartamento-1-quarto-reformado-residencial-yes-2964463492.html,,500.000,
 FC Consultor Imobiliário ,76,90,2022-06-08,Águas Claras,3,Brasília,2959678639,16.436,,,"Alameda dos eucaliptos 9, Aguas Sul, Águas Claras",1,12,3,1,https://www.wimoveis.com.br/propriedades/03-quartos-com-suite-em-aguas-claras-linda-varanda!-2959678639.html,,455.000,
NORONHA & EDMILSON ASSESSORIA IMOBILIÁRIA,64,64,2022-06-25,Águas Claras,2,Brasília,2964720569,cj11.955-DF,,,Rua 25 Norte ,1,,2,1,https://www.wimoveis.com.br/propriedades/apartamento-2-quartos-para-venda-aguas-claras-2964720569.html,600,474.900,
 FC Consultor Imobiliário ,128,128,2021-10-30,Águas Claras,5,Brasília,2957431896,16.436,,,Avenida Araucarias Aguas claras ,3,6,4,3,https://www.wimoveis.com.br/propriedades/04-quartos-no-penindsula-reformado-de-128-m-sup2-2957431896.html,,1.200.000,
DNG IMOBILIARIA,263,263,2022-07-02,Águas Claras,6,Brasília,2960155418,23418pj,,,,3,,4,4,https://www.wimoveis.com.br/propriedades/excelente-cobertura-em-aguas-claras-2960155418.html,0,2.400.000,
NORONHA & EDMILSON ASSESSORIA IMOBILIÁRIA,34,46,2022-06-25,Águas Claras,1,Brasília,2963715651,cj11.955-DF,,,Avenida das Araucárias ,1,,1,,https://www.wimoveis.com.br/propriedades/ed.-blend-aguas-claras-2963715651.html,390,329.000,
ACBARBOSA CONSULTORIA DE IMÓVEIS,162,162,2022-06-30,Águas Claras,2,Brasília,2964920756,25811,,,"Q. 104 - Águas Claras, Brasília - DF",3,,4,4,https://www.wimoveis.com.br/propriedades/lancamento-4-suites-moderno-tecnologico-luxuoso-2964920756.html,,1.550.000,
 LOPES E SILVA IMÓVEIS II,32,32,2022-06-19,Águas Claras,1,Brasília,2965576795,24449,,,Rua 37 Sul  Águas Claras,1,4,1,,https://www.wimoveis.com.br/propriedades/real-celebration-32-m-1-quarto-proximo-ao-colegio-2965576795.html,,305.000,
IMOBILIÁRIA NOBLE,58,58,2022-06-10,Águas Claras,1,Brasília,2966122947,23545 J,,,Avenida Parque Águas Claras Conjunto 6,1,10,2,1,https://www.wimoveis.com.br/propriedades/apartamento-com-suite-em-aguas-claras.-2966122947.html,,399.000,
PILOTIS IMOBILIÁRIA,69,69,2022-05-05,Águas Claras,2,Brasília,2962097140,22309JDF,,,Rua 36 Norte ,2,,2,1,https://www.wimoveis.com.br/propriedades/oportunidade-no-condominio-top-life-clube-2962097140.html,400,570.000,
ABC Imoveis Ltda,166,166,2022-07-02,Águas Claras,1,Brasília,2964026804,CJ 6026-DF,,,Quadra 202 201,2,,4,2,https://www.wimoveis.com.br/propriedades/quadra-202-res.-heitor-villa-lobos-2964026804.html,840,950.000,
RE/MAX CAPITAL,30,30,2022-07-01,Águas Claras,1,Brasília,2966445465,24523J,,,Rua 03 Norte 403,1,,1,,https://www.wimoveis.com.br/propriedades/kitnet-com-1-dormitorio-a-venda-30-m-sup2--no-2966445465.html,280,214.000,
MÁRCIA VAZ,84,198,2022-05-18,Águas Claras,3,Brasília,2965082022,9968,,,"Rua Copaíba, Lt 09, Águas Claras",2,1,3,1,https://www.wimoveis.com.br/propriedades/oceania-residence_3-quartos-varanda-perto-ceub-2965082022.html,,,
RAGHED NASER ,180,275,2022-06-09,Águas Claras,6,Brasília,2964449178,18485,,,Quadra 105 Parque do Arvoredo,3,10,4,3,https://www.wimoveis.com.br/propriedades/opcao-exclusiva-excelente-planta-e-localizacao-2964449178.html,1800,1.365.000,
NORONHA & EDMILSON ASSESSORIA IMOBILIÁRIA,33,33,2022-06-25,Águas Claras,1,Brasília,2962497936,cj11.955-DF,,,Av. das Castanheiras Lt. 920 - Ed. Onix Mult Center ,,,1,,https://www.wimoveis.com.br/propriedades/kitnet-1-quarto-para-venda-aguas-claras-brasilia-2962497936.html,209,120.000,
RE/MAX CAPITAL,76,90,2022-07-01,Águas Claras,2,Brasília,2961710868,24523J,,,Alameda Dos Eucaliptos Quadra 107 1105,1,,3,1,https://www.wimoveis.com.br/propriedades/quadra-107!-apartamento-em-andar-alto-com-vista-para-2961710868.html,508,568.500,
Guerri Investimentos Imobiliarios,103,103,2022-02-11,Águas Claras,2,Brasília,2962497074,,,,AVENIDA SUL  PENINSULA ,2,1,3,1,https://www.wimoveis.com.br/propriedades/apartamento-em-aguas-claras!-2962497074.html,,950.000,
ACBARBOSA CONSULTORIA DE IMÓVEIS,55,55,2022-06-14,Águas Claras,1,Brasília,2964980431,25811,,," Avenida Sibipiruna, Lote 11",1,10,2,,https://www.wimoveis.com.br/propriedades/excelente-apartamento-de-2-quartos-no-smart-residence-2964980431.html,420,698.000,
IMOBILIÁRIA NOBLE,65,65,2022-07-01,Águas Claras,2,Brasília,2966771326,23545 J,,,Rua 31,1,10,2,1,https://www.wimoveis.com.br/propriedades/lindo-apartamento-de-2-quartos-no-mozart-residence-2966771326.html,,615.000,
Francisco Vieira Escritório Imobiliário,80,80,2022-06-08,Águas Claras,2,Brasília,2961648147,26.761,,,,1,10,3,1,https://www.wimoveis.com.br/propriedades/venda-apartamento-aguas-claras-2961648147.html,587,670.000,
ACBARBOSA CONSULTORIA DE IMÓVEIS,128,128,2022-06-30,Águas Claras,2,Brasília,2964922306,25811,,,,2,,3,3,https://www.wimoveis.com.br/propriedades/lancamento-nature-residence-um-empreendimento-unico-2964922306.html,,1.317.436,
IG NEGOCIOS IMOBILIARIOS LTDA,39,39,2022-05-18,Águas Claras,1,Brasília,2965404363,25745,,,"Av. Sibipiruna, Lote 11 - Águas Claras, Brasília - DF, 71928-720",,15,1,,https://www.wimoveis.com.br/propriedades/smart-residence-39-m-sup2--1-quarto-1-vaga-andar-2965404363.html,,310.000,
IMOBILIÁRIA NOBLE,54,54,2022-05-30,Águas Claras,1,Brasília,2965778754,23545 J,,,Avenida das Araucárias,1,10,2,1,https://www.wimoveis.com.br/propriedades/apartamento-na-melhor-localizacao-de-aguas-claras.-2965778754.html,,449.000,
Silvio Assessoria Imobiliaria,32,58,2022-07-03,Águas Claras,1,Brasília,2964762362,22714,,,Rua 03 Norte 5,1,,1,1,https://www.wimoveis.com.br/propriedades/apartamento-em-aguas-claras-1-quarto-com-vaga-de-2964762362.html,350,245.000,
Newcore ll,128,150,2022-07-02,Águas Claras,3,Brasília,2966641697,,,,"Avenida das Araucárias, 100",2,5,4,2,https://www.wimoveis.com.br/propriedades/apartamento-no-peninsula-aguas-claras-com-4-dorm-e-128-2966641697.html,650,999.160,
IMOBILIÁRIA NOBLE,116,116,2022-06-24,Águas Claras,1,Brasília,2966533325,23545 J,,,Quadra 104,2,10,2,1,https://www.wimoveis.com.br/propriedades/apartamento-em-aguas-claras-com-116-m-sup2--e-2-vagas-2966533325.html,,790.000,
CONDE IMÓVEIS,27,35,2022-07-02,Águas Claras,1,Brasília,2962995435,PJ 11001,,,Rua 36 Sul 0,1,,1,,https://www.wimoveis.com.br/propriedades/flat-a-venda-26-m-sup2--por-r$235.000-aguas-claras-2962995435.html,,235.000,
PARK SUL NETIMÓVEIS,46,46,2022-06-09,Águas Claras,1,Brasília,2965977560,CJ-20892,,,,1,4,2,,https://www.wimoveis.com.br/propriedades/apartamento-02-quarto-com-01-vaga-de-garagem-aguas-2965977560.html,,320.000,
IG NEGOCIOS IMOBILIARIOS LTDA,120,120,2022-04-05,Águas Claras,,Brasília,2963723138,25745,,,"Alameda dos Eucaliptos, Quadra 107, 6 - Águas Claras, Brasília - DF, 71920-010",3,10,3,1,https://www.wimoveis.com.br/propriedades/primavera-120-m-sup2--3-quartos-1-suite-varanda-2963723138.html,720,890.000,
ALEXANDRE PARENTE - CORRETOR DE IMOVEIS,37,37,2022-05-27,Águas Claras,1,Brasília,2962558180,17843,,,Art Life Acqua Village,1,5,1,,https://www.wimoveis.com.br/propriedades/exclusividade-aguas-claras-apartamento-1-quarto-2962558180.html,352,335.000,
L IMÓVEIS,317,365,2022-06-15,Águas Claras,6,Brasília,2958798905,11587,,,,4,8,4,4,https://www.wimoveis.com.br/propriedades/cobertura-top-house-2958798905.html,2500,2.200.000,
AV CORRETORA DE IMÓVEIS,53,53,2022-05-25,Águas Claras,1,Brasília,2964828441,6272,,,,1,9,2,1,https://www.wimoveis.com.br/propriedades/residencial-metropole-2-quartos-sendo-1suite-semi-2964828441.html,530,450.000,
ROSA AMELIA ,35,35,2022-06-09,Águas Claras,1,Brasília,2966120835,,,,,,11,1,1,https://www.wimoveis.com.br/propriedades/daleprane-inteligencia-imobiliaria-vende-excelente-2966120835.html,280,215.000,
CLAUDIO A. BATISTA IMOVEIS - Ingaia,81,108,2022-06-21,Águas Claras,2,Brasília,2964748419,8066,,,Rua 36 Norte 0,1,,3,1,https://www.wimoveis.com.br/propriedades/res.-top-life-rua-36-norte-apto-reformado-80-2964748419.html,650,660.000,
ESPAÇO IMOBILIÁRIA,104,104,2022-07-03,Águas Claras,3,Brasília,2966671176,19825-DF,,,Avenida das Araucárias 204,2,10,3,1,https://www.wimoveis.com.br/propriedades/quadra-204-aguas-claras-apto-3-quartos-portinari-2966671176.html,700,860.000,
Pedro Jr - Corretor,62,62,2022-06-20,Águas Claras,2,Brasília,2966355753,12095,,,Rua Copaíba  lote-09,2,,,1,https://www.wimoveis.com.br/propriedades/02-e-03-quartos-na-melhor-localizacao-de-aguas-2966355753.html,,1,
ACBARBOSA CONSULTORIA DE IMÓVEIS,96,96,2022-06-30,Águas Claras,3,Brasília,2965103896,25811,,,"Rua das Paineiras Lote 04, ",1,10,3,1,https://www.wimoveis.com.br/propriedades/3-quartos-dce-andar-alto-nascente.-2965103896.html,800,730.000,
 Imobplace Corretores Associados,110,110,2022-06-29,Águas Claras,4,Brasília,2965908019,,,,Rua das Figueiras ,1,122,3,3,https://www.wimoveis.com.br/propriedades/apartamento-a-venda-em-aguas-claras-2965908019.html,600,870.000,
ACBARBOSA CONSULTORIA DE IMÓVEIS,94,94,2022-06-30,Águas Claras,2,Brasília,2965178966,25811,,,rua 36 sul,2,1,3,2,https://www.wimoveis.com.br/propriedades/espetacular-apartamento-de-3-quartos-no-ouro-branco-em-2965178966.html,880,995.000,
LAMARTINE IMÓVEIS,69,69,2021-09-20,Águas Claras,3,Brasília,2958063118,9451,,,RUA 13 NORTE,1,1,3,3,https://www.wimoveis.com.br/propriedades/oportunidade!-apto-3-suites-ac-financ-e-fgts-2958063118.html,,550.000,
MUDE NEGÓCIOS IMOBILIÁRIOS,170,170,2022-07-02,Águas Claras,5,Brasília,2964605951,,,,Quadra 202 0,3,12,4,2,https://www.wimoveis.com.br/propriedades/apartamento-com-4-dormitorios-a-venda-170-m-sup2--por-2964605951.html,,1.250.000,
Gustavo Lopes,175,263,2022-06-07,Águas Claras,4,Brasília,2959801177,25909,,,Rua 13 norte,2,10,3,3,https://www.wimoveis.com.br/propriedades/aguas-claras-175-m-sup2--3-suites-2-vagas-2959801177.html,1000,1.150.000,
lemoscamila,54,93,2022-04-11,Águas Claras,1,Brasília,2964231259,,,,Rua 36 Norte,1,6,1,1,https://www.wimoveis.com.br/propriedades/2-quartos-no-top-life-aguas-claras-2964231259.html,511,440.000,
Gmagalhães Imoveis ,58,58,2022-06-29,Águas Claras,1,Brasília,2966480846,14545-DF,,,RUA 37 NORTE LOTE 04 ED. CICINATTI  11ºANDAR,1,7,2,,https://www.wimoveis.com.br/propriedades/vendo-02-qtos-em-frente-a-estacao.-2966480846.html,540,450.000,
ANDRESSA RAFAELLE CORRETORA DE IMÓVEIS,33,33,2022-06-27,Águas Claras,1,Brasília,2965536302,12873,,,rua 30 cosmopolitan,1,15,1,1,https://www.wimoveis.com.br/propriedades/excelente-localizacao!-2965536302.html,350,310.000,
CONDE IMÓVEIS,109,109,2022-07-02,Águas Claras,3,Brasília,2966375308,PJ 11001,,,Avenida Jequitibá 485 0,1,,3,1,https://www.wimoveis.com.br/propriedades/apartamento-com-3-dormitorios-a-venda-109-m-sup2--por-2966375308.html,,770.000,
Newcore l,97,97,2022-07-03,Águas Claras,3,Brasília,2965559886,,,,"Rua 24, 100",2,5,2,2,https://www.wimoveis.com.br/propriedades/apartamento-no-casablanca-mall-residence-com-2-dorm-e-2965559886.html,800,849.190,
 M CIDA ARAÚJO,59,95,2022-06-30,Águas Claras,1,Brasília,2960313531,10602,,,Madison Av. Parque Águas Claras lt 55,2,15,1,,https://www.wimoveis.com.br/propriedades/plantao-99310-2006-duplex-1-quarto-edificio-2960313531.html,466,400.000,
PCM Corretor Paulo Cesar,200,200,2022-04-25,Águas Claras,4,Brasília,2962673423,25666,,,Via Club Residence - Águas Claras,2,4,4,1,https://www.wimoveis.com.br/propriedades/linda-cobertura-nascente-duplex-4-quartos-suite-2962673423.html,,1.350.000,
IMOBILIÁRIA NOBLE,90,90,2022-05-10,Águas Claras,1,Brasília,2965117484,23545 J,,,Rua das Figueiras,2,10,2,2,https://www.wimoveis.com.br/propriedades/imobiliaria-noble-vende-apartamento-com-90-m-sup2--2965117484.html,,750.000,
 Imobplace Corretores Associados,53,53,2022-06-29,Águas Claras,1,Brasília,2965930195,,,,Quadra 107 ,1,122,2,,https://www.wimoveis.com.br/propriedades/apartamento-a-venda-em-aguas-claras-2965930195.html,,315.000,
Lettieri Águas Claras,137,137,2022-06-09,Águas Claras,2,Brasília,2966096467,12419,,,Quadra 204 Residencial Fênix,1,5,3,1,https://www.wimoveis.com.br/propriedades/melhor-3-quartos-2966096467.html,,1.100.000,
 FC Consultor Imobiliário ,76,90,2022-06-09,Águas Claras,3,Brasília,2961674321,16.436,,,"Alameda dos eucaliptos 9, Águas Claras sul ",1,10,3,1,https://www.wimoveis.com.br/propriedades/03-quartos-em-aguas-claras-com-suite-e-vista-livre!-2961674321.html,,455.000,
ESPAÇO IMOBILIÁRIA,104,104,2022-07-03,Águas Claras,3,Brasília,2962200078,19825-DF,,,Avenida das Araucárias 204,2,12,3,1,https://www.wimoveis.com.br/propriedades/3-quartos-varanda-lazer-premium-residencial-portinari-2962200078.html,790,790.000,
ACBARBOSA CONSULTORIA DE IMÓVEIS,94,94,2022-06-14,Águas Claras,1,Brasília,2965111841,25811,,,rua 36 sul,2,,3,3,https://www.wimoveis.com.br/propriedades/lancamento-ouro-branco-vi-primeira-tabela-qualidade-2965111841.html,,891.000,
Cícero Macedo,125,125,2022-06-02,Águas Claras,2,Brasília,2965882269,19339,,,,,2,3,1,https://www.wimoveis.com.br/propriedades/lindo-apartamento-3-quartos-no-residencial-mozart-em-2965882269.html,,1.100.000,
PILOTIS IMOBILIÁRIA,30,30,2022-02-24,Águas Claras,1,Brasília,2962908700,22309JDF,,,Rua Das Paineiras Lote 06 ,,,1,,https://www.wimoveis.com.br/propriedades/rua-das-paineiras-aguas-claras-2962908700.html,400,290.000,
 Imobplace Corretores Associados,34,34,2022-06-29,Águas Claras,1,Brasília,2965926763,,,,Avenida Jacarandá ,1,122,1,1,https://www.wimoveis.com.br/propriedades/apartamento-a-venda-em-aguas-claras-2965926763.html,272,282.000,
THAIS IMOBILIÁRIA VENDAS,35,35,2022-07-02,Águas Claras,1,Brasília,2966083914,,,,Rua das Figueiras 10,2,,1,,https://www.wimoveis.com.br/propriedades/kitnet-em-excelente-localizacao-em-aguas-claras-2966083914.html,280,215.000,
BSC imobiliária,96,105,2022-03-04,Águas Claras,2,Brasília,2963109818,,,,,2,,3,1,https://www.wimoveis.com.br/propriedades/nature-residence-2963109818.html,1,856.875,
Fabio Nogueira,187,187,2022-06-02,Águas Claras,,Brasília,2965857413,,,,Condomínio do Edifício Residencial Rafaela,2,1,3,1,https://www.wimoveis.com.br/propriedades/oportunidade!-cobertura-duplex-lazer-privativo-vista-2965857413.html,1200,1.200.000,
Bruno Rodrigues,33,33,2022-05-06,Águas Claras,1,Brasília,2965009629,,,,Blend Apartments,1,1,1,1,https://www.wimoveis.com.br/propriedades/blend-hplus-apartments-1-suite-1-vaga-33-m-sup2-2965009629.html,,309.000,
Miro Ribeiro,24,30,2022-06-28,Águas Claras,1,Brasília,2966646884,,,,"Rua 20 Sul, Lote 08, Bloco B",2,16,1,1,https://www.wimoveis.com.br/propriedades/apto-kitnete-reformada-e-mobiliada-rua-20-sul-porto-2966646884.html,314,215.000,
Michele Santos Baleeiro,158,178,2022-06-10,Águas Claras,5,Brasília,2966128103,,,,Avenida das Araucárias lote 4530 condomínio Península,2,9,4,3,https://www.wimoveis.com.br/propriedades/apartamento-alto-padrao-2966128103.html,,1.650.000,
Eduardo silva dias junior,71,71,2022-06-27,Águas Claras,3,Brasília,2963817925,,,,Avenida Parque Águas Claras Lote 3740,1,7,3,2,https://www.wimoveis.com.br/propriedades/3-quartos-aguas-claras-2963817925.html,590,589.000,
CONDE IMÓVEIS,109,109,2022-07-02,Águas Claras,3,Brasília,2966375308,PJ 11001,,,Avenida Jequitibá 485 0,1,,3,1,https://www.wimoveis.com.br/propriedades/apartamento-com-3-dormitorios-a-venda-109-m-sup2--por-2966375308.html,,770.000,
Newcore l,97,97,2022-07-03,Águas Claras,3,Brasília,2965559886,,,,"Rua 24, 100",2,5,2,2,https://www.wimoveis.com.br/propriedades/apartamento-no-casablanca-mall-residence-com-2-dorm-e-2965559886.html,800,849.190,
