anunciante,area_privativa,area_total,atualizacao,bairro,cidade,cod_imovel,creci,data_publicacao,dce,endereco,garagem,quartos,suites,url,valor_condominio,valor_imovel,valor_mt2
Imóveis do DF,"71,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,483811,15605,,,CLN 408 Bloco D,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-cln-408-bloco-d-483811,210,450.000,6.338
Liberty Imóveis,"29,00 m²"," 49,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,511799,24105,,,SHTN Trecho 2 Lote 3,1,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-shtn-trecho-2-lote-3-511799,518,490.000,16.896
Izania Firmino,"73,00 m²"," 73,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,554988,18432,,,SQN 211 Bloco E,1,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-sqn-211-bloco-e-554988,,1.250.000,17.123
BONTEMPO IMOBILIÁRIA,"123,00 m²"," 123,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,555198,27000,,,SQN 210 Bloco C,1,3,2,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-210-bloco-c-555198,1.215,1.300.000,10.569
Ricardo Fedrigo,"58,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,530855,9795,,,SQN 216 Bloco C,1,2,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-sqn-216-bloco-c-530855,,750.000,12.931
Conexão Brasília,"71,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,469675,24791,,,CLN 408 Bloco D,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-cln-408-bloco-d-469675,150,450.000,6.338
Coemi Imóveis ,"28,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,353932,3545,,,SHTN Trecho 2 Lote 3,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-shtn-trecho-2-lote-3-353932,,650.000,23.214
Prime House Inteligência Imobiliária,"92,68 m²"," 114,89 m²",01/07/2022,ASA NORTE,BRASÍLIA,525646,28608,,,SQN 216,1,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-216-525646,750,1.130.000,12.192
Moni Netimoveis,"108,00 m²"," 108,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,568749,17097,,,SQN 303 Bloco D,1,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-303-bloco-d-568749,750,1.490.000,13.796
Artiaga Imóveis,"40,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,130888,8192,,,SCLRN 708,,2,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-sclrn-708-130888,,269.990,6.749
Flávio Mendes Imóveis,"71,00 m²"," 71,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,483240,20162,,,CLN 408 Bloco D,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-cln-408-bloco-d-483240,210,450.000,6.338
TAU Construtora e Imobiliária,"48,00 m²"," 48,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,572205,13252,,,SQN 210,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-sqn-210-572205,415,594.000,12.375
GAV Imóveis,"100,47 m²",,01/07/2022,ASA NORTE,BRASÍLIA,565731,24387CJ,,,SQN 316 Bloco B,1,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-316-bloco-b-565731,1.036,1.105.000,10.998
Ferola Empreendimentos Imobiliários,"280,00 m²"," 315,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,417680,11476,,,SQN 110,3,4,4,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-110-417680,3.014,2.650.000,9.464
Suprema Imobiliária,"48,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,570257,7626,,,SQN 210,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-sqn-210-570257,415,594.000,12.375
Jânio Sousa Assessoria Imobiliária,"119,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,499042,13933,,,SQN 312,,2,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-sqn-312-499042,,890.000,7.478
Imóveis do DF,"120,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,523121,15605,,,SQN 313,1,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-313-523121,1.150,1.250.000,10.416
Thaís Imobiliaria,"47,00 m²"," 47,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,541775,CJ1704,,,SCRN 716 Bloco C,,1,,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-asa-norte-brasilia-df-scrn-716-bloco-c-541775,385,207.900,4.423
Maristela Imóveis,"124,00 m²"," 124,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,567135,9734,,,SQN 308,1,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-308-567135,,1.070.000,8.629
Diogenes Imobiliária,"340,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,498999,20806,,,SQN 402,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-402-498999,800,3.200.000,9.411
Carla Moraes,"92,51 m²",,01/07/2022,ASA NORTE,BRASÍLIA,530822,21579,,,SQN 216 Bloco K,1,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-216-bloco-k-530822,,1.120.000,12.106
CBL Imóveis ,"27,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,306918,10075,,,SCLRN 713,,1,,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-asa-norte-brasilia-df-sclrn-713-306918,60,200.000,7.407
Rosana Basthos Corretora de Imóveis,"100,00 m²"," 120,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,549033,9154,,,SQN 411 Bloco C,,4,1,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-411-bloco-c-549033,,890.000,8.900
Divino Imóveis,"22,00 m²"," 30,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,561493,24850,,,SCRN 716 Bloco G,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-scrn-716-bloco-g-561493,,155.000,7.045
Eulâmpio,"44,72 m²"," 66,42 m²",01/07/2022,ASA NORTE,BRASÍLIA,525458,22672,,,SQN 402 Bloco E,,2,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-sqn-402-bloco-e-525458,485,540.000,12.075
TAU Construtora e Imobiliária,"20,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,252364,13252,,,CLN 113 Bloco A,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-cln-113-bloco-a-252364,190,150.000,7.500
Kojima Imóveis,"53,00 m²"," 53,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,438496,17954,,,SCLRN 712 Bloco A,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-sclrn-712-bloco-a-438496,220,430.000,8.113
Nero Imóveis,"257,00 m²"," 257,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,552674,26203,,,SQN 209,4,4,4,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-209-552674,,3.100.000,12.062
ZS Construtora,"71,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,503533,24741,,,CLN 408 Bloco D,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-cln-408-bloco-d-503533,210,450.000,6.338
Aplique Imóveis,"26,00 m²"," 30,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,568563,7660,,,SGAN 912,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-sgan-912-568563,,235.000,9.038
Abdala Imóveis,"48,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,403969,16964J,,,SHTN,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-shtn-403969,1.500,550.000,11.458
Ariete Ribas Consultoria Imobiliária,"30,00 m²"," 30,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,503077,25093,,,SHCGN 703,,1,1,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-asa-norte-brasilia-df-shcgn-703-503077,100,200.000,6.666
Massuh Imóveis ,"30,00 m²"," 30,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,555780,24825,,,SHN Quadra 4,1,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-shn-quadra-4-555780,580,320.000,10.666
Imobiliária do Lago,"51,00 m²"," 51,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,507616,3304,,,SHTN,1,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-shtn-507616,1.420,640.000,12.549
M Brum Imóveis,"37,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,251376,4800,,,SHTN,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-shtn-251376,1.100,495.000,13.378
Futura Consultoria e Negócios ,"29,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,261794,CJ24892,,,SGAN 912,1,1,,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-asa-norte-brasilia-df-sgan-912-261794,310,270.000,9.310
61 Imóveis - Netimóveis,"134,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,566922,21418,,,SQN 304 Bloco F,1,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-304-bloco-f-566922,900,1.299.000,9.694
Futura Consultoria e Negócios ,"30,00 m²"," 35,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,559042,CJ24892,,,SCRN 710/711 Bloco B,,1,,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-asa-norte-brasilia-df-scrn-710-711-bloco-b-559042,230,190.000,6.333
GN Escritório Imobiliário,"21,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,550895,9354,,,CLN 412,,1,,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-asa-norte-brasilia-df-cln-412-550895,,189.000,9.000
Unique Imob Netimóveis,"105,00 m²"," 105,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,566768,14999,,,SQN 213 Bloco H,1,3,2,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-213-bloco-h-566768,1.200,1.340.000,12.761
Ferola Empreendimentos Imobiliários,"79,00 m²"," 86,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,462538,11476,,,SQN 403,,3,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-403-462538,500,690.000,8.734
LFO escritório imobiliário,"96,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,490642,17814,,,SQN 312,,3,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-312-490642,639,900.000,9.375
KNI Inovação em Negócios,"27,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,402959,22004,,,SGAN 912,1,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-sgan-912-402959,290,290.000,10.740
Imobiliária Consolida,"55,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,524098,23017,,,SCRN 704/705 Bloco B,2,2,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-scrn-704-705-bloco-b-524098,,480.000,8.727
Lamartine Imóveis,"55,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,369918,9451,,,SQN 210,1,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-sqn-210-369918,,720.000,13.090
New Home Assessoria imobiliária,"143,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,518055,28276,,,SEPN 504 Bloco C,1,2,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-sepn-504-bloco-c-518055,1.013,1.400.000,9.790
CLEITON CARVALHO ,"135,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,460940,26484,,,SQN 315 Bloco B,1,3,2,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-315-bloco-b-460940,,1.500.000,11.111
RE/MAX Capital ,"139,00 m²"," 202,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,570026,24523,,,SQN 209,1,4,1,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-209-570026,1.630,1.600.000,11.510
Granville Negócios Imobiliários,"30,00 m²"," 30,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,359070,23201,,,SCRN 702/703 Bloco B,,1,,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-asa-norte-brasilia-df-scrn-702-703-bloco-b-359070,430,270.000,9.000
Flávio Mendes Imóveis,"123,00 m²"," 123,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,562875,20162,,,SQN 108,1,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-108-562875,1.100,1.150.000,9.349
Sartori Netimóveis,"29,00 m²"," 29,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,566746,22384,,,SHN Quadra 5,1,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-shn-quadra-5-566746,976,310.000,10.689
Maristela Imóveis,"129,00 m²"," 153,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,558030,9734,,,SQN 215,2,4,1,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-215-558030,,1.850.000,14.341
João Henrique Cerqueira Leite,"95,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,561040,19204,,,SQN 312,1,3,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-312-561040,580,780.000,8.210
TAU Construtora e Imobiliária,"60,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,559870,13252,,,SHCGN 706 Bloco R,,2,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-shcgn-706-bloco-r-559870,600,630.000,10.500
Laura Lanza,"190,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,569084,13716,,,SQN 110 Bloco K,2,4,2,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-110-bloco-k-569084,2.300,2.399.999,12.631
Imobiliária Realize,"39,00 m²"," 39,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,405774,22910,,,SCRN 710/711,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-scrn-710-711-405774,340,280.000,7.179
Augusto César Consultoria Imobiliária,"61,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,386799,25136,,,SQN 216,1,2,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-sqn-216-386799,,740.000,12.131
Negócio Direto,"51,00 m²"," 51,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,474239,24730,,,SHCGN 707,,2,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-shcgn-707-474239,610,530.000,10.392
Massuh Imóveis ,"51,00 m²"," 51,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,502764,24825,,,SHTN,1,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-shtn-502764,1.468,630.000,12.352
Ferola Empreendimentos Imobiliários,"30,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,411658,11476,,,SGAN 910 Módulo D,1,1,,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-asa-norte-brasilia-df-sgan-910-modulo-d-411658,330,309.000,10.300
Thaís Imobiliaria,"37,00 m²"," 37,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,540035,CJ1704,,,SCLRN 716 Bloco D,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-sclrn-716-bloco-d-540035,150,250.000,6.756
Ariete Ribas Consultoria Imobiliária,"71,00 m²"," 71,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,470289,25093,,,CLN 408,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-cln-408-470289,90,480.000,6.760
Ariete Ribas Consultoria Imobiliária,"91,00 m²"," 168,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,435384,25093,,,SQN 402,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-sqn-402-435384,910,900.000,9.890
Brasilis Netimóveis,"29,00 m²"," 29,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,568118,23649,,,CLN 105 Bloco D,,1,1,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-asa-norte-brasilia-df-cln-105-bloco-d-568118,285,198.000,6.827
Amaral Imóveis ,"110,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,568214,9764,,,SQN 311 Bloco L,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-311-bloco-l-568214,1.220,1.280.000,11.636
Átila Cseke Corretor de Imóveis,"279,69 m²"," 509,28 m²",01/07/2022,ASA NORTE,BRASÍLIA,555642,16.404,,,SQN 114 Bloco C,3,3,3,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-114-bloco-c-555642,,3.655.733,13.070
Átila Cseke Corretor de Imóveis,"127,11 m²"," 226,86 m²",01/07/2022,ASA NORTE,BRASÍLIA,555640,16.404,,,SQN 114 Bloco C,2,3,3,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-114-bloco-c-555640,,2.168.275,17.058
Rossana Montenegro Imobiliária,"53,24 m²"," 75,15 m²",01/07/2022,ASA NORTE,BRASÍLIA,364545,26289,,,SQN 116,,2,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-sqn-116-364545,780,390.000,7.325
Pilotis Vendas,"51,71 m²"," 51,71 m²",01/07/2022,ASA NORTE,BRASÍLIA,484998,22309,,,SHTN Trecho 1,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-shtn-trecho-1-484998,1.591,580.000,11.216
Lauro Soares,"26,00 m²"," 26,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,566101,13433,,,STN,,1,,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-asa-norte-brasilia-df-stn-566101,253,210.000,8.076
Virtual Imobiliária ,"41,00 m²"," 41,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,336371,12135,,,SCLRN 715 Bloco A,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-sclrn-715-bloco-a-336371,50,215.000,5.243
Ironilda Corretora de Imóveis,"78,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,466098,9436,,,SQN 212 Bloco B,1,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-sqn-212-bloco-b-466098,,1.200.000,15.384
KR Imóveis,"78,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,507285,12180,,,SQN 212,1,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-sqn-212-507285,,1.150.000,14.743
RE/MAX Central,"31,00 m²"," 38,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,423697,25364,,,SCRN 712/713 Bloco E,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-scrn-712-713-bloco-e-423697,375,180.000,5.806
Incorpore Imóveis,"42,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,506971,10132,,,SQN 216 Bloco A,1,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-sqn-216-bloco-a-506971,,560.000,13.333
Alpha Brasilia Administradora de Imóveis,"25,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,506503,7240,,,SGAN 911 Módulo G,1,1,,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-asa-norte-brasilia-df-sgan-911-modulo-g-506503,324,235.000,9.400
Quadrado Imob,"91,00 m²"," 145,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,320740,26120,,,SHCGN 709 Bloco H,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-shcgn-709-bloco-h-320740,620,749.500,8.236
Jony Bispo Imóveis,"74,74 m²"," 74,74 m²",01/07/2022,ASA NORTE,BRASÍLIA,538407,26290,,,SGAN 915,1,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-sgan-915-538407,470,870.000,11.640
Oportunity Imob,"130,00 m²"," 160,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,387439,27276,,,SQN 308,1,3,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-308-387439,,1.350.000,10.384
Samantha Imóveis,"90,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,471736,365J,,,SQN 405 Bloco O,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-405-bloco-o-471736,,725.000,8.055
GAV Imóveis,"25,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,458120,24387CJ,,,CLN 115 Bloco C,,1,,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-asa-norte-brasilia-df-cln-115-bloco-c-458120,200,147.000,5.880
Paolo Gomes,"112,00 m²"," 112,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,563926,21910,,,SQN 105,1,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-105-563926,,1.260.000,11.250
Antônio Filho Imobiliária,"51,00 m²"," 51,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,504575,23921,,,SHTN,1,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-shtn-504575,1.468,640.000,12.549
Victor Viana,"43,03 m²",,01/07/2022,ASA NORTE,BRASÍLIA,242114,17992,,,SHCGN 703 Bloco S,1,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-shcgn-703-bloco-s-242114,759,734.165,17.061
Melhor do Imóvel,"103,00 m²"," 145,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,529197,11991,,,SQN 305,2,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-305-529197,930,1.380.000,13.398
Cicero Barbosa Consultor Imobiliário,"75,00 m²"," 122,04 m²",01/07/2022,ASA NORTE,BRASÍLIA,479979,19461,,,SQN 311,1,2,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-sqn-311-479979,587,980.000,13.066
Vieira Torres Imóveis,"95,00 m²"," 95,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,569111,11018,,,SQN 412,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-412-569111,740,850,8
MRC Imóveis,"140,00 m²"," 140,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,524350,18046,,,SQN 115 Bloco J,2,4,2,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-115-bloco-j-524350,1.750,1.770.000,12.642
Rodrigo de Paulo Corretor de Imóveis,"67,88 m²",,01/07/2022,ASA NORTE,BRASÍLIA,522706,21455,,,SCRN 702/703,,2,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-scrn-702-703-522706,455,480.000,7.071
Alderina Abreu,"43,03 m²"," 95,64 m²",01/07/2022,ASA NORTE,BRASÍLIA,518886,13524,,,SHCGN 703 Bloco S,1,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-shcgn-703-bloco-s-518886,,728.844,16.938
Vieira Torres Imóveis,"95,00 m²"," 95,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,569110,11018,,,SQN 412,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-412-569110,740,850,8
Flávio Mendes Imóveis,"48,00 m²"," 48,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,572445,20162,,,SQN 210,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-sqn-210-572445,415,594.000,12.375
Cinzel Imobiliária,"44,00 m²"," 75,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,502297,454,,,SGAN 914,1,1,,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-asa-norte-brasilia-df-sgan-914-502297,,390.000,8.863
Ferola Empreendimentos Imobiliários,"40,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,373284,11476,,,CLN 109 Bloco A,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-cln-109-bloco-a-373284,350,350.000,8.750
Coemi Imóveis ,"35,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,548702,3545,,,CLN 109,,1,,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-asa-norte-brasilia-df-cln-109-548702,,315.000,9.000
Imobiliária Zoom,"28,00 m²"," 28,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,417466,20940,,,CLN 405 Bloco B,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-cln-405-bloco-b-417466,294,276.000,9.857
Brasal Incorporações,"129,00 m²"," 254,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,199748,11091,,,SQN 114 Bloco C,2,3,3,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-114-bloco-c-199748,,2.215.031,17.170
Leal Souza,"40,00 m²"," 40,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,570135,4773,,,SHN Quadra 1 Bloco D,1,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-shn-quadra-1-bloco-d-570135,,340.000,8.500
