anunciante,area_privativa,area_total,atualizacao,bairro,banheiros,cidade,cod_imovel,creci,data_publicacao,dce,endereco,garagem,idade_imovel,quartos,suites,url,valor_condominio,valor_imovel,valor_mt2
Gesa Carvalho,"145,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,551102,18716,,,Avenida Pau Brasil,3,,4,3,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-norte-aguas-claras-df-avenida-pau-brasil-551102,1.049,1.370.000,9.448
Alphaville Imóveis,"70,00 m²"," 70,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,563139,20382,,,Rua 12,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-rua-12-563139,660,440.000,6.285
Juliana - My House,"174,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,564544,22591,,,Rua DAS PAINEIRAS,3,,4,4,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-norte-aguas-claras-df-rua-das-paineiras-564544,,1.350.000,7.758
Espaço Imobiliária,"25,00 m²"," 25,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,440207,19825,,,Rua 36,1,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-sul-aguas-claras-df-rua-36-440207,550,210.000,8.400
Adeílson Oliveira,"103,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,508931,11530,,,Quadra 106,2,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-quadra-106-508931,,910.000,8.834
Brasilis Netimóveis,"135,00 m²"," 135,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,563358,23649,,,Rua 21,2,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-rua-21-563358,950,950.000,7.037
Raquel Benchimol,"70,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,541839,10008,,,Rua Babaçu,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-sul-aguas-claras-df-rua-babacu-541839,420,618.000,8.828
Thaís Imobiliaria,"73,00 m²"," 73,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,478842,CJ1704,,,Rua 25,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-sul-aguas-claras-df-rua-25-478842,729,580.000,7.945
Eugenio Diniz,"110,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,524744,5881,,,Rua IPE AMARELO,2,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-rua-ipe-amarelo-524744,700,790.000,7.181
Scalercio Imobiliária,"112,00 m²"," 112,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,548614,CJ25006,,,Avenida Sibipiruna,2,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-avenida-sibipiruna-548614,,815.000,7.276
Martins Andrade,"36,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,529936,24788,,,Rua DAS PITANGUEIRAS,1,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-norte-aguas-claras-df-rua-das-pitangueiras-529936,337,299.000,8.305
Rosana Basthos Corretora de Imóveis,"58,00 m²"," 74,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,563820,9154,,,Quadra 203,1,,2,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-sul-aguas-claras-df-quadra-203-563820,,330.000,5.689
360 Imóveis Brasília,"45,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,553361,25169,,,Rua DAS FIGUEIRAS,1,,2,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-rua-das-figueiras-553361,405,330.000,7.333
Casa Brasília Imóveis,"106,90 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,512690,27573,,,Rua DAS PAINEIRAS,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-rua-das-paineiras-512690,,880.000,8.231
Coelho Imóveis Consultoria Prime,"127,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,565549,25138,,,Rua 21,2,,4,1,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sul-aguas-claras-df-rua-21-565549,790,995.000,7.834
Genes Carvalho Imóveis,"63,18 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,567844,24227,,,Rua DAS CARNAUBAS,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-rua-das-carnaubas-567844,,520.000,8.230
Martins Andrade,"31,88 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,495862,24788,,,Rua 24,1,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-norte-aguas-claras-df-rua-24-495862,290,298.000,9.347
Quadrado Imob,"76,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,476094,26120,,,Avenida Parque Águas Claras,1,,3,2,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-avenida-parque-aguas-claras-476094,550,595.000,7.828
Jonas Junior Corretor de Imóveis,"54,00 m²"," 54,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,348717,16133,,,Avenida Sibipiruna,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-sul-aguas-claras-df-avenida-sibipiruna-348717,435,421.000,7.796
DDA Diógenes,"94,06 m²"," 175,60 m²",03/07/2022,SUL,,ÁGUAS CLARAS,541648,9844,,,Avenida Pau Brasil,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-sul-aguas-claras-df-avenida-pau-brasil-541648,,760.000,8.079
Casal Brokers,"57,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,526737,28008,,,Rua MANACA,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-sul-aguas-claras-df-rua-manaca-526737,,459.000,8.052
Acontece Imobiliária,"104,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,525077,4996,,,Rua 4,2,,3,3,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-rua-4-525077,,849.000,8.163
Juliana - My House,"142,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,518229,22591,,,Quadra 210,2,,4,3,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sul-aguas-claras-df-quadra-210-518229,,1.250.000,8.802
Rodrigues Empreendimentos Imobiliários ,"156,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,517732,18538,,,Rua 33,2,,3,3,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-rua-33-517732,1.100,1.500.000,9.615
Smile Netimóveis,"108,00 m²"," 108,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,393810,19812,,,Rua 36,2,,2,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-rua-36-393810,,850.000,7.870
Luciana Monteiro,"88,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,526671,22867,,,Quadra 102,2,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-quadra-102-526671,,610.000,6.931
Wagner Gavazzi,"125,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,515873,23639,,,Quadra 103,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-quadra-103-515873,940,1.100.000,8.800
Ever Negócios Imobiliários,"49,00 m²"," 61,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,550876,10816,,,Rua DAS PITANGUEIRAS,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-rua-das-pitangueiras-550876,,470.000,9.591
RE/MAX Jota,"156,00 m²"," 243,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,440174,25363,,,Avenida Flamboyant,2,,4,1,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-norte-aguas-claras-df-avenida-flamboyant-440174,1.178,948.000,6.076
AJ Mendes Imobiliária e Construtora ,"104,00 m²"," 168,50 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,521927,25940,,,Rua DAS PAINEIRAS,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-rua-das-paineiras-521927,1.000,820.000,7.884
CBL Imóveis ,"146,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,519941,10075,,,Avenida Pau Brasil,3,,4,2,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sul-aguas-claras-df-avenida-pau-brasil-519941,1.050,1.750.000,11.986
Dourado Imóveis,"142,00 m²"," 166,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,472308,27088,,,Rua 8,2,,4,1,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-norte-aguas-claras-df-rua-8-472308,1.300,1.230.000,8.661
Silvio Rodrigues de Sousa e Silva,"79,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,566499,13939,,,Rua 37,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-rua-37-566499,606,650.000,8.227
Thaís Imobiliaria,"152,00 m²"," 153,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,394091,CJ1704,,,Rua 3,2,,4,2,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sul-aguas-claras-df-rua-3-394091,935,1.127.000,7.414
Juliana - My House,"145,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,561200,22591,,,Rua DAS PAINEIRAS,2,,3,3,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-rua-das-paineiras-561200,,1.100.000,7.586
Oseki,"97,00 m²"," 110,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,282340,24030,,,Rua DAS CARNAUBAS,2,,3,2,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-rua-das-carnaubas-282340,,750.000,7.731
Espaço Imobiliária,"176,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,411347,19825,,,Quadra 203,2,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-quadra-203-411347,1.232,1.500.000,8.522
Ferola Empreendimentos Imobiliários,"98,00 m²"," 120,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,548789,11476,,,Rua 9,2,,4,4,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sul-aguas-claras-df-rua-9-548789,1.140,815.000,8.316
Dois Corretores,"153,00 m²"," 200,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,423373,10846,,,Rua 3,2,,4,2,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sul-aguas-claras-df-rua-3-423373,935,990.000,6.470
Conect Negócios Imobiliários,"40,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,562910,19919,,,Rua 5,1,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-norte-aguas-claras-df-rua-5-562910,330,399.000,9.975
ONE Admin. Imóveis,"33,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,551121,13376,,,Rua 5,1,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-norte-aguas-claras-df-rua-5-551121,300,310.000,9.393
Telma Valle,"112,00 m²"," 112,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,570931,14321,,,Quadra 209,2,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-quadra-209-570931,900,990.000,8.839
Conect Negócios Imobiliários,"46,65 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,554687,19919,,,Rua ALECRIM,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-sul-aguas-claras-df-rua-alecrim-554687,,418.000,8.960
Zulene Imóveis Netimóveis,"61,90 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,477105,24926,,,Rua 31,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-sul-aguas-claras-df-rua-31-477105,483,559.000,9.030
Rodrigues Empreendimentos Imobiliários ,"66,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,516753,18538,,,Avenida das Castanheiras,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-avenida-das-castanheiras-516753,444,430.000,6.515
Casablanca Imobiliária,"56,69 m²"," 135,15 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,564660,25592,,,COPAIBA 1,2,,2,2,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-copaiba-1-564660,674,700.000,12.347
Gold House Imobiliária,"163,00 m²"," 180,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,392165,25813,,,Quadra 206,2,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-quadra-206-392165,,1.160.000,7.116
Domminios Empreendimentos Imobiliários,"160,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,442046,6264,,,Rua 8,2,,4,2,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-norte-aguas-claras-df-rua-8-442046,900,1.250.000,7.812
Bruno Novais,"88,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,470144,12406,,,Rua COPAIBA,2,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-rua-copaiba-470144,540,639.000,7.261
Beiramar Imóveis,"63,00 m²"," 63,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,405927,9486,,,Quadra 202,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-sul-aguas-claras-df-quadra-202-405927,650,450.000,7.142
Elite imoveis,"42,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,571261,25073,,,Rua 25,1,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-sul-aguas-claras-df-rua-25-571261,380,360.000,8.571
P&S Assessoria Imobiliária Ltda.,"78,00 m²"," 78,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,504947,26614,,,Rua 9,1,,3,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-rua-9-504947,,619.000,7.935
Petrus Imob,"103,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,517827,26957,,,Quadra 204,2,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-quadra-204-517827,830,880.000,8.543
Imoveisbsbdf,"94,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,560197,25427,,,Rua 36,2,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-rua-36-560197,880,900.000,9.574
Alphaville Imóveis,"86,00 m²"," 86,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,563172,20382,,,Rua 8,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-rua-8-563172,900,750.000,8.720
Sol Lopes,"96,77 m²"," 96,77 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,216689,25578,,,Rua DAS CARNAUBAS,2,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-rua-das-carnaubas-216689,,710.000,7.336
Dourado Imóveis,"106,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,504720,27088,,,Rua 14,2,,4,4,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-norte-aguas-claras-df-rua-14-504720,,850.000,8.018
Gold House Imobiliária,"82,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,470350,25813,,,Rua 12,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-rua-12-470350,,640.000,7.804
ONE Admin. Imóveis,"97,84 m²"," 195,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,524813,13376,,,Rua 24,2,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-rua-24-524813,750,680.000,6.950
Lopes JK,"75,66 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,566085,27211,,,Rua 18,1,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-norte-aguas-claras-df-rua-18-566085,,703.000,9.291
Patricia Sampaio,"50,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,507436,24046,,,Quadra 210,1,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-sul-aguas-claras-df-quadra-210-507436,543,495.000,9.900
Lucas Esteves,"92,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,446157,21661,,,Rua DAS AROEIRAS,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-rua-das-aroeiras-446157,802,790.000,8.586
RE/MAX Central,"63,00 m²"," 63,00 m²",03/07/2022,AREAL,,ÁGUAS CLARAS,545812,25364,,,QS 5 Rua 300,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-areal-aguas-claras-df-qs-5-rua-300-545812,606,355.000,5.634
Casa Moura Imóveis,"73,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,503570,27094,,,Quadra 107,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-quadra-107-503570,685,510.000,6.986
FM Imóveis,"92,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,422829,25085,,,Rua Babaçu,2,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-rua-babacu-422829,,865.000,9.402
Imobthelly,"112,27 m²"," 223,55 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,481235,21453,,,Rua 27,2,,3,2,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-rua-27-481235,,892.050,7.945
LC&A Negócios Imobiliários,"54,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,530954,CJ5242,,,Quadra 301 Rua B Conjunto 1,1,,2,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-quadra-301-rua-b-conjunto-1-530954,465,300.000,5.555
Paulo Monte,"90,00 m²"," 92,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,501929,12527,,,Avenida Parque Águas Claras Quadra 301 Conjunto 10,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-avenida-parque-aguas-claras-quadra-301-conjunto-10-501929,577,539.000,5.988
Alisson Lacerda ,"88,00 m²"," 88,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,478123,26488,,,Avenida das Araucárias,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-avenida-das-araucarias-478123,743,590.000,6.704
Victor Passos,"203,00 m²"," 203,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,566149,25554,,,Avenida das Araucárias,3,,4,3,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sul-aguas-claras-df-avenida-das-araucarias-566149,854,1.890.000,9.310
Atalaia Empreendimentos Imobiliários,"93,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,512596,17841,,,Rua 36,3,,3,3,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-rua-36-512596,1.064,730.000,7.849
Coelho Imóveis Consultoria Prime,"37,21 m²"," 49,21 m²",03/07/2022,SUL,,ÁGUAS CLARAS,523036,25138,,,Avenida das Araucárias,1,,2,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-sul-aguas-claras-df-avenida-das-araucarias-523036,300,349.000,9.379
Grupo Capital,"196,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,555052,25662,,,Quadra 106,2,,3,3,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-quadra-106-555052,1.385,1.375.000,7.015
RE/MAX Pater,"85,00 m²"," 85,00 m²",03/07/2022,AREAL,,ÁGUAS CLARAS,475586,22905,,,Praça 310 B QS 05,2,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-areal-aguas-claras-df-praca-310-b-qs-05-475586,450,399.000,4.694
Scalercio Imobiliária,"317,00 m²"," 317,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,548582,CJ25006,,,Quadra 202,4,,4,4,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sul-aguas-claras-df-quadra-202-548582,,2.900.000,9.148
Habitação Imobiliária,"136,20 m²"," 195,22 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,351038,21413,,,Rua 8,2,,4,2,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-norte-aguas-claras-df-rua-8-351038,999,950.000,6.975
Reginaldo Corretor,"164,00 m²"," 198,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,517573,20516,,,Rua DAS PAINEIRAS,2,,4,4,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-norte-aguas-claras-df-rua-das-paineiras-517573,1.243,1.500.000,9.146
Regina Kanashiro Consultora Imobiliária,"203,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,522715,25653F,,,Avenida das Araucárias,3,,4,2,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sul-aguas-claras-df-avenida-das-araucarias-522715,900,1.980.000,9.753
Thaís Imobiliaria,"107,00 m²"," 128,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,425260,CJ1704,,,Rua 8,2,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-rua-8-425260,950,860.000,8.037
Ferola Empreendimentos Imobiliários,"168,00 m²"," 192,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,353395,11476,,,Rua BURITI,2,,4,4,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-norte-aguas-claras-df-rua-buriti-353395,1.000,1.400.000,8.333
Melhor do Imóvel,"71,00 m²"," 85,00 m²",03/07/2022,AREAL,,ÁGUAS CLARAS,570427,11991,,,QS 5 Rua 860,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-areal-aguas-claras-df-qs-5-rua-860-570427,,580.000,8.169
Corretor Cristiano Batista,"92,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,525700,12658,,,Avenida Parque Águas Claras,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-avenida-parque-aguas-claras-525700,750,735.000,7.989
Conexão Brasília,"119,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,398868,24791,,,Rua 8,1,,3,3,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-rua-8-398868,685,899.000,7.554
Juliana - My House,"90,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,569548,22591,,,Rua 37,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-rua-37-569548,,670.000,7.444
Marcelo Pereira,"82,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,493965,12539,,,Rua 34,2,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-norte-aguas-claras-df-rua-34-493965,753,475.000,5.792
Ferola Empreendimentos Imobiliários,"110,00 m²"," 134,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,561020,11476,,,Quadra 201,2,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-quadra-201-561020,700,830.000,7.545
Liberty Imóveis,"84,00 m²"," 84,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,573052,24105,,,Avenida das Araucárias,2,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-avenida-das-araucarias-573052,540,799.000,9.511
AJF Imóveis Imobiliária,"59,00 m²"," 59,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,547324,28105,,,Avenida das Castanheiras,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-avenida-das-castanheiras-547324,540,600.000,10.169
Welington Corretor,"74,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,561114,24138,,,Rua 21,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-rua-21-561114,433,590.000,7.972
Ferola Empreendimentos Imobiliários,"54,00 m²"," 66,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,561103,11476,,,Avenida das Castanheiras,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-avenida-das-castanheiras-561103,650,470.000,8.703
Beiramar Imóveis,"58,00 m²"," 58,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,440131,9486,,,Avenida Parque Águas Claras,1,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-norte-aguas-claras-df-avenida-parque-aguas-claras-440131,432,339.000,5.844
Hábil Gestão Imobiliária,"124,33 m²"," 169,28 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,561192,27046,,,Rua 36,2,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-rua-36-561192,,800.000,6.434
Andrezza Teles,"97,40 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,568355,25510,,,Quadra 207,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-quadra-207-568355,736,795.000,8.162
Thaís Imobiliaria,"63,00 m²"," 63,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,541252,CJ1704,,,Quadra 101,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-quadra-101-541252,530,675.000,10.714
Acontece Imobiliária,"262,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,336002,4996,,,Rua 21,3,,4,2,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sul-aguas-claras-df-rua-21-336002,,2.149.000,8.202
Zulene Imóveis Netimóveis,"116,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,382591,24926,,,Rua 30,2,,3,2,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-rua-30-382591,605,1.190.000,10.258
Nathalia Marques e Analú Barros,"72,11 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,501196,14423,,,Rua 25,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-rua-25-501196,600,580.000,8.043
AJF Imóveis Imobiliária,"212,47 m²"," 328,56 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,548768,28105,,,Rua 26,2,,4,3,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-norte-aguas-claras-df-rua-26-548768,1.380,1.690.000,7.954
