anunciante,area_privativa,area_total,atualizacao,bairro,banheiros,cidade,cod_imovel,creci,data_publicacao,dce,endereco,garagem,idade_imovel,quartos,suites,url,valor_condominio,valor_imovel,valor_mt2
Nathalia Marques e Analú Barros,"60,00 m²",,03/07/2022,AREAL,,ÁGUAS CLARAS,529801,14423,,,QS 5 Rua 120,1,,2,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-areal-aguas-claras-df-qs-5-rua-120-529801,430,410.000,6.833
JMD Consultores Imobiliários,"116,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,562252,14107,,,Quadra 104,2,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-quadra-104-562252,750,790.000,6.810
Adeílson Oliveira,"87,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,490023,11530,,,Quadra 210,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-quadra-210-490023,,650.000,7.471
Zulene Imóveis Netimóveis,"102,00 m²"," 102,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,456848,24926,,,Rua 33,2,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-rua-33-456848,,840.000,8.235
Thaís Imobiliaria,"73,00 m²"," 102,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,394093,CJ1704,,,Alameda Gravatá Quadra 301 Conjunto 18,1,,3,2,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-alameda-gravata-quadra-301-conjunto-18-394093,430,420.000,5.753
Kojima Imóveis,"53,00 m²"," 53,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,445912,17954,,,Avenida das Araucárias,1,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-sul-aguas-claras-df-avenida-das-araucarias-445912,500,393.000,7.415
Patricia Sampaio,"50,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,506591,24046,,,Rua 24,1,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-norte-aguas-claras-df-rua-24-506591,377,520.000,10.400
Coelho Imóveis Consultoria Prime,"87,00 m²"," 111,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,570032,25138,,,Quadra 201,2,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-quadra-201-570032,709,660.000,7.586
RE/MAX Capital ,"95,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,512553,24523,,,Rua 24,,,2,2,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-rua-24-512553,,899.000,9.463
Atalaia Empreendimentos Imobiliários,"94,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,498241,17841,,,Rua 36,2,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-rua-36-498241,879,1.000.000,10.638
Coelho Imóveis Consultoria Prime,"59,00 m²"," 59,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,562767,25138,,,Rua MANACA,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-rua-manaca-562767,498,545.000,9.237
P&S Assessoria Imobiliária Ltda.,"156,00 m²"," 240,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,458413,26614,,,Quadra 203,2,,4,,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sul-aguas-claras-df-quadra-203-458413,,1.250.000,8.012
Dr Muniz Imoveis e construções,"88,81 m²"," 88,81 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,214731,21710,,,Rua 25,2,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-rua-25-214731,,872.644,9.825
Yani Netimóveis,"180,00 m²"," 180,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,346724,13036,,,Avenida das Araucárias,2,,4,2,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sul-aguas-claras-df-avenida-das-araucarias-346724,859,1.490.000,8.277
Bordalo PRIME Imobiliária ,"46,00 m²",,03/07/2022,AREAL,,ÁGUAS CLARAS,256254,23761,,,QS 5 Rua 300,1,,2,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-areal-aguas-claras-df-qs-5-rua-300-256254,478,285.000,6.195
Acontece Imobiliária,"87,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,508956,4996,,,Rua 24,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-rua-24-508956,,589.000,6.770
Arthur Sá,"58,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,525224,12203,,,Rua 8,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-rua-8-525224,,450.000,7.758
Igor Moraes Imóveis,"64,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,448150,14663,,,Alameda Gravatá Quadra 301 Conjunto 01,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-alameda-gravata-quadra-301-conjunto-01-448150,315,430.000,6.718
Edileide Silva,"82,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,571670,25325,,,Rua 13,1,,3,3,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-rua-13-571670,,820.000,10.000
Biensky Imoveis,"165,54 m²"," 165,54 m²",03/07/2022,SUL,,ÁGUAS CLARAS,514600,24391,,,Quadra 202,2,,4,2,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sul-aguas-claras-df-quadra-202-514600,840,1.250.000,7.551
Isabela Farias,"183,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,485112,26998,,,Avenida das Araucárias,3,,4,4,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sul-aguas-claras-df-avenida-das-araucarias-485112,,1.670.000,9.125
Sheila Amaral,"162,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,461868,26952,,,Avenida Parque Águas Claras,3,,4,4,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-norte-aguas-claras-df-avenida-parque-aguas-claras-461868,,1.618.833,9.992
Beiramar Imóveis,"116,00 m²"," 116,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,478702,9486,,,Rua 12,2,,2,2,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-sul-aguas-claras-df-rua-12-478702,700,885.000,7.629
Yara Gomes,"34,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,569109,26239,,,Avenida das Araucárias,1,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-sul-aguas-claras-df-avenida-das-araucarias-569109,,329.000,9.676
Ferola Empreendimentos Imobiliários,"38,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,555958,11476,,,Rua 36,,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-norte-aguas-claras-df-rua-36-555958,245,325.000,8.552
Nova Brasília Imóveis,"65,50 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,567772,26002,,,Rua 31,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-sul-aguas-claras-df-rua-31-567772,600,615.000,9.389
TM Brokers,"77,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,564674,26686,,,Rua 19,2,,2,2,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-sul-aguas-claras-df-rua-19-564674,,680.000,8.831
Domos Empreendimentos,"67,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,449099,16711,,,Avenida das Castanheiras,,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-avenida-das-castanheiras-449099,546,419.800,6.265
Andréia Gonçalves,"188,88 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,408583,25314,,,Quadra 103,3,,4,4,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-norte-aguas-claras-df-quadra-103-408583,,440.000,2.329
Reginaldo Corretor,"63,00 m²"," 85,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,314286,20516,,,Quadra 301 Rua B Conjunto 1,2,,2,2,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-quadra-301-rua-b-conjunto-1-314286,490,510.000,8.095
Conect Negócios Imobiliários,"71,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,517039,19919,,,Avenida Parque Águas Claras,1,,3,2,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-avenida-parque-aguas-claras-517039,590,650.000,9.154
Liberty Imóveis,"31,00 m²"," 31,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,572100,24105,,,Avenida das Araucárias,1,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-sul-aguas-claras-df-avenida-das-araucarias-572100,370,265.000,8.548
Paulo Barbosa Imóveis,"119,82 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,494949,7237,,,Alameda dos Eucaliptos Quadra 107,3,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-alameda-dos-eucaliptos-quadra-107-494949,720,850.000,7.093
Esmeralda Rodrigues,"114,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,390889,13978,,,Rua 37,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-rua-37-390889,739,699.000,6.131
Daniel Bandeira Carvalho ,"62,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,559320,11548,,,Quadra 202,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-sul-aguas-claras-df-quadra-202-559320,640,435.000,7.016
Martins Andrade,"132,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,564672,24788,,,Quadra 104,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-quadra-104-564672,1.000,840.000,6.363
Thaís Imobiliaria,"42,00 m²"," 42,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,450484,CJ1704,,,Avenida das Castanheiras,1,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-norte-aguas-claras-df-avenida-das-castanheiras-450484,432,499.900,11.902
Nova Brasília Imóveis,"70,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,566493,26002,,,Rua 30,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-rua-30-566493,,635.000,9.071
Sonia Netimóveis,"62,00 m²"," 62,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,516092,9182,,,Rua 37,1,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-sul-aguas-claras-df-rua-37-516092,519,450.000,7.258
Cleidson de Queiroz Corretor de Imóveis,"148,00 m²"," 205,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,559225,13444,,,Rua 21,1,,3,3,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-rua-21-559225,,760.000,5.135
360 Imóveis Brasília,"103,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,505848,25169,,,Rua 33,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-rua-33-505848,698,830.000,8.058
Clayton Souto,"91,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,333740,21802,,,Rua 36,2,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-rua-36-333740,,821.509,9.027
Ferola Empreendimentos Imobiliários,"39,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,400257,11476,,,Rua 31,1,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-norte-aguas-claras-df-rua-31-400257,,360.000,9.230
Andrezza Teles,"75,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,503024,25510,,,Rua 22,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-rua-22-503024,600,660.000,8.800
IG Negócios Imobiliários,"147,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,495841,25745,,,Quadra 105,2,,4,2,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-norte-aguas-claras-df-quadra-105-495841,902,1.080.000,7.346
Daniel Evangelista - My House,"68,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,520153,24419,,,Rua 28,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-rua-28-520153,622,480.000,7.058
Welington Corretor,"92,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,518993,24138,,,Rua ALECRIM,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-rua-alecrim-518993,,535.000,5.815
Coelho Imóveis Consultoria Prime,"76,00 m²"," 76,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,414377,25138,,,Alameda dos Eucaliptos Quadra 107,2,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-alameda-dos-eucaliptos-quadra-107-414377,,660.000,8.684
Equipe Silvana Dias,"118,63 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,352058,12725,,,Rua 36,2,,3,3,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-rua-36-352058,,1.260.480,10.625
Silvio Rodrigues de Sousa e Silva,"48,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,566496,13939,,,Rua 37,1,,2,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-rua-37-566496,360,410.000,8.541
RE/MAX Capital ,"68,00 m²"," 68,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,567288,24523,,,Rua 19,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-rua-19-567288,435,545.000,8.014
Jackson Souza,"103,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,573277,12208,,,Avenida das Araucárias,,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-avenida-das-araucarias-573277,,930.000,9.029
Raquel Benchimol,"95,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,370131,10008,,,Rua 12,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-rua-12-370131,,690.000,7.263
Granville Negócios Imobiliários,"69,00 m²"," 69,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,450406,23201,,,Rua 13,1,,3,3,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-rua-13-450406,317,550.000,7.971
Paulo Barbosa Imóveis,"170,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,509314,7237,,,Rua 28,3,,4,3,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-norte-aguas-claras-df-rua-28-509314,1.180,1.550.000,9.117
Martins Andrade,"70,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,568472,24788,,,Rua 30,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-rua-30-568472,615,635.000,9.071
Manu Netimóveis,"61,15 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,524659,11983,,,Avenida Parque Águas Claras Quadra 301 Conjunto 04,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-avenida-parque-aguas-claras-quadra-301-conjunto-04-524659,566,399.000,6.524
Cardec Imóveis,"86,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,501228,15343,,,Quadra 102,2,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-quadra-102-501228,730,590.000,6.860
Thaís Imobiliaria,"61,00 m²"," 116,00 m²",03/07/2022,AREAL,,ÁGUAS CLARAS,476376,CJ1704,,,QS 5 Rua 860,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-areal-aguas-claras-df-qs-5-rua-860-476376,450,605.000,9.918
Eudes Lima,"1,86 m²"," 327,82 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,442070,13787,,,Rua 31,2,,4,2,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-norte-aguas-claras-df-rua-31-442070,1.330,1.440.000,774.193
Alphaville Imóveis,"34,00 m²"," 34,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,524377,20382,,,Avenida das Araucárias,1,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-sul-aguas-claras-df-avenida-das-araucarias-524377,400,340.000,10.000
Oseki,"162,00 m²"," 200,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,282280,24030,,,Quadra 101,3,,4,4,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-norte-aguas-claras-df-quadra-101-282280,,1.500.000,9.259
Elite imoveis,"31,87 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,567680,25073,,,Avenida das Araucárias,1,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-sul-aguas-claras-df-avenida-das-araucarias-567680,,254.999,8.001
Sheila Amaral,"71,11 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,530678,26952,,,Rua 36,1,,2,2,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-sul-aguas-claras-df-rua-36-530678,,672.830,9.461
Juliana - My House,"164,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,554842,22591,,,Quadra 205,2,,4,3,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sul-aguas-claras-df-quadra-205-554842,,1.470.000,8.963
Arnaldo Queiroz,"35,00 m²"," 35,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,499482,25705,,,Quadra 204,1,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-sul-aguas-claras-df-quadra-204-499482,270,220.000,6.285
Conect Negócios Imobiliários,"34,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,478179,19919,,,Avenida das Araucárias,1,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-sul-aguas-claras-df-avenida-das-araucarias-478179,,325.000,9.558
Biensky Imoveis,"68,00 m²"," 68,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,460184,24391,,,Rua 17,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-rua-17-460184,641,530.000,7.794
Ferola Empreendimentos Imobiliários,"54,00 m²"," 66,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,518173,11476,,,Rua 37,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-sul-aguas-claras-df-rua-37-518173,500,525.000,9.722
Ruti Batista,"275,40 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,571284,13025,,,Quadra 106,4,,4,4,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-norte-aguas-claras-df-quadra-106-571284,,2.560.000,9.295
Alphaville Imóveis,"71,00 m²"," 71,00 m²",03/07/2022,AREAL,,ÁGUAS CLARAS,563154,20382,,,QS 5 Rua 860,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-areal-aguas-claras-df-qs-5-rua-860-563154,490,750.000,10.563
Ferola Empreendimentos Imobiliários,"70,00 m²"," 82,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,517258,11476,,,Avenida Parque Águas Claras,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-avenida-parque-aguas-claras-517258,560,550.000,7.857
Atalaia Empreendimentos Imobiliários,"163,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,493077,17841,,,Quadra 205,2,,4,3,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sul-aguas-claras-df-quadra-205-493077,1.024,1.470.000,9.018
Andrezza Teles,"151,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,495105,25510,,,Rua 25,2,,4,4,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sul-aguas-claras-df-rua-25-495105,1.143,1.460.000,9.668
Telma Valle,"39,00 m²"," 39,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,569493,14321,,,Rua 20,1,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-norte-aguas-claras-df-rua-20-569493,290,295.000,7.564
Casal Brokers,"75,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,540340,28008,,,Quadra 107 Rua E,2,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-quadra-107-rua-e-540340,,500.000,6.666
Bruno Novais,"128,00 m²"," 200,01 m²",03/07/2022,SUL,,ÁGUAS CLARAS,299950,12406,,,Avenida das Araucárias,2,,4,1,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sul-aguas-claras-df-avenida-das-araucarias-299950,643,1.170.000,9.140
Illuminar Consultoria Imobiliária,"40,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,566258,26177,,,Rua 5,1,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-norte-aguas-claras-df-rua-5-566258,330,399.000,9.975
Coemi Imóveis ,"41,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,560984,3545,,,Rua 37,1,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-sul-aguas-claras-df-rua-37-560984,380,290.000,7.073
Scalercio Imobiliária,"132,00 m²"," 132,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,548653,CJ25006,,,Rua 13,1,,33,3,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-norte-aguas-claras-df-rua-13-548653,859,890.000,6.742
360 Imóveis Brasília,"113,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,491100,25169,,,Quadra 104,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-quadra-104-491100,800,815.000,7.212
RE/MAX Capital ,"148,00 m²"," 160,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,494888,24523,,,Rua 21,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-rua-21-494888,900,830.000,5.608
Meu Imóvel,"42,00 m²"," 54,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,572300,25698,,,Rua 7,1,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-norte-aguas-claras-df-rua-7-572300,390,379.990,9.047
Antônio Filho Imobiliária,"32,00 m²"," 32,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,515580,23921,,,Avenida Jacarandá,1,,1,1,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-sul-aguas-claras-df-avenida-jacaranda-515580,390,300.000,9.375
Victor Viana,"125,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,564051,17992,,,Quadra 103,1,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-quadra-103-564051,936,1.100.000,8.800
Futura Consultoria e Negócios ,"142,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,502781,CJ24892,,,Rua 8,2,,4,1,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-norte-aguas-claras-df-rua-8-502781,1.300,1.230.000,8.661
Carla Guimarães,"83,17 m²"," 131,61 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,540178,21877,,,Rua 12,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-norte-aguas-claras-df-rua-12-540178,628,592.000,7.117
Big_Z - Imóveis,"155,00 m²"," 155,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,529380,25444,,,Rua 36,3,,3,3,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-rua-36-529380,,1.784.232,11.511
Lamartine Imóveis,"38,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,502402,9451,,,Rua MANACA,1,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-sul-aguas-claras-df-rua-manaca-502402,,330.000,8.684
Imoveisbsbdf,"60,51 m²"," 115,33 m²",03/07/2022,SUL,,ÁGUAS CLARAS,568947,25427,,,Avenida Pau Brasil,2,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-sul-aguas-claras-df-avenida-pau-brasil-568947,399,479.000,7.916
Domos Empreendimentos,"79,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,498182,16711,,,Rua MANACA,2,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sul-aguas-claras-df-rua-manaca-498182,,649.000,8.215
Casal Brokers,"54,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,558347,28008,,,Rua 36,1,,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-sul-aguas-claras-df-rua-36-558347,,479.000,8.870
Coemi Imóveis ,"77,00 m²"," 116,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,362871,3545,,,Rua BURITI,,,3,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-rua-buriti-362871,541,410.000,5.324
Big_Z - Imóveis,"71,00 m²"," 71,00 m²",03/07/2022,SUL,,ÁGUAS CLARAS,529379,25444,,,Rua 36,1,,2,2,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-sul-aguas-claras-df-rua-36-529379,,672.830,9.476
Equipe Silvana Dias,"263,17 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,352494,12725,,,Rua 36,3,,4,4,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sul-aguas-claras-df-rua-36-352494,,2.484.720,9.441
Conect Negócios Imobiliários,"34,00 m²",,03/07/2022,NORTE,,ÁGUAS CLARAS,514847,19919,,,Rua 18,1,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-norte-aguas-claras-df-rua-18-514847,,310.000,9.117
Paulo Barbosa Imóveis,"265,00 m²",,03/07/2022,SUL,,ÁGUAS CLARAS,572835,7237,,,Quadra 205,3,,4,4,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sul-aguas-claras-df-quadra-205-572835,1.780,2.459.000,9.279
Scalercio Imobiliária,"125,00 m²"," 125,00 m²",03/07/2022,NORTE,,ÁGUAS CLARAS,548581,CJ25006,,,Quadra 103,1,,3,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-norte-aguas-claras-df-quadra-103-548581,936,1.100.000,8.800
